Date,Days,Tests_per_day,Cumulative_Tests,New_cases,Total_Infected,Daily_Recovered,Total_Recovered,Daily_Deaths,Total_Deaths,Active_Cases,No_of_Doses_daily,Total_Vaccine_Doses,Fully_Vaccinated,Total_Vaccinated,Fration_Fully_Vaccinated,Fration_Total_Vaccinated,Days1,,,,,,,,,,,,,,,,
30-Dec,293,,,,96139,,77659,,1665,16815,,,,,,,,,,,,,,,,,,,,,,,
31-Dec,294,,,,96251,,78475,,1667,16109,,,,,,,,,,,,,,,,,,,,,,,
1-Jan,295,,,,96458,,78737,,1670,16051,,,,,,,,,,,,,,,,,,,,,,,
2-Jan,296,,,,96614,,78802,,1681,16131,,,,,,,,,,,,,,,,,,,,,,,
3-Jan,297,,,,96678,,79012,,1685,15981,,,,,,,,,,,,,,,,,,,,,,,
4-Jan,298,,,,96802,,79073,,1685,16044,,,,,,,,,,,,,,,,,,,,,,,
5-Jan,299,,,,96908,,79257,,1686,15965,,,,,,,,,,,,,,,,,,,,,,,
6-Jan,300,,,,97127,,79357,,1690,16080,,,,,,,,,,,,,,,,,,,,,,,
7-Jan,301,,,,97398,,79966,,1694,15738,,,,,,,,,,,,,,,,,,,,,,,
8-Jan,302,,,,97733,,80306,,1702,15725,,,,,,,,,,,,,,,,,,,,,,,
9-Jan,303,,,,97954,,80671,,1703,15580,,,,,,,,,,,,,,,,,,,,,,,
10-Jan,304,,,,98184,,80808,,1704,15672,,,,,,,,,,,,,,,,,,,,,,,
11-Jan,305,,,,98271,,80875,,1710,15686,,,,,,,,,,,,,,,,,,,,,,,
12-Jan,306,,,,98334,,81101,,1713,15520,,,,,,,,,,,,,,,,,,,,,,,
13-Jan,307,,,,98432,,81255,,1716,15461,,,,,,,,,,,,,,,,,,,,,,,
14-Jan,308,,,,98555,,81667,,1720,15168,,,,,,,,,,,,,,,,,,,,,,,
15-Jan,309,,,,98693,,81933,,1723,15037,,,,,,,,,,,,,,,,,,,,,,,
16-Jan,310,,,,98859,,82195,,1726,14938,,,,,,,,,,,,,,,,,,,,,,,
17-Jan,311,,,,99082,,82324,,1728,15030,,,,,,,,,,,,,,,,,,,,,,,
18-Jan,312,,,,99162,,82350,,1731,15081,,,,,,,,,,,,,,,,,,,,,,,
19-Jan,313,,,,99227,,82427,,1734,15066,,,,,,,,,,,,,,,,,,,,,,,
20-Jan,314,,,,99308,,82478,,1734,15096,,,,,,,,,,,,,,,,,,,,,,,
21-Jan,315,,,,99444,,82654,,1736,15054,,,,,,,,,,,,,,,,,,,,,,,
22-Jan,316,,,,99630,,82729,,1739,15162,,,,,,,,,,,,,,,,,,,,,,,
23-Jan,317,,,,99769,,82866,,1740,15163,,,,,,,,,,,,,,,,,,,,,,,
24-Jan,318,,,,99898,,82936,,1740,15222,,,,,,,,,,,,,,,,,,,,,,,
25-Jan,319,,,,99983,,82969,,1744,15270,,,,,,,,,,,,,,,,,,,,,,,
26-Jan,320,,,,100052,,83418,,1744,14890,,,,,,,,,,,,,,,,,,,,,,,
27-Jan,321,,,,100193,,83625,,1750,14818,,,,,,,,,,,,,,,,,,,,,,,
28-Jan,322,,,,100323,,83691,,1751,14881,,,,,,,,,,,,,,,,,,,,,,,
29-Jan,323,,,,100422,,83757,,1753,14912,,,,,,,,,,,,,,,,,,,,,,,
30-Jan,324,,,,100563,,83821,,1753,14989,,,,,,,,,,,,,,,,,,,,,,,
31-Jan,325,,,,100675,,83855,,1755,15065,,,,,,,,,,,,,,,,,,,,,,,
1-Feb,326,,,,100773,,83907,,1763,15103,,,,,,,,,,,,,,,,,,,,,,,
2-Feb,327,,,,100856,,83936,,1766,15154,,,,,,,,,,,,,,,,,,,,,,,
3-Feb,328,,,,101009,,83990,,1766,15253,,,,,,,,,,,,,,,,,,,,,,,
4-Feb,329,,,,101159,,84060,,1769,15330,,,,,,,,,,,,,,,,,,,,,,,
5-Feb,330,,,,101339,,84143,,1773,15423,,,,,,,,,,,,,,,,,,,,,,,
6-Feb,331,,,,101534,,84268,,1776,15490,,,,,,,,,,,,,,,,,,,,,,,
7-Feb,332,,,,101690,,84302,,1776,15612,,,,,,,,,,,,,,,,,,,,,,,
8-Feb,333,,,,101819,,84361,,1779,15679,,,,,,,,,,,,,,,,,,,,,,,
9-Feb,334,,,,101944,,84473,,1786,15685,,,,,,,,,,,,,,,,,,,,,,,
10-Feb,335,,,,102048,,84542,,1789,15717,,,,,,,,,,,,,,,,,,,,,,,
11-Feb,336,,,,102221,,84728,,1791,15702,,,,,,,,,,,,,,,,,,,,,,,
12-Feb,337,,,,102353,,84790,,1794,15769,,,,,,,,,,,,,,,,,,,,,,,
13-Feb,338,,,,102613,,84873,,1794,15946,,,,,,,,,,,,,,,,,,,,,,,
14-Feb,339,,,,102792,,84952,,1795,16045,,,,,,,,,,,,,,,,,,,,,,,
15-Feb,340,,,,102867,,85008,,1795,16064,,,,,,,,,,,,,,,,,,,,,,,
16-Feb,341,,,,103014,,85250,,1795,15969,,,,,,,,,,,,,,,,,,,,,,,
17-Feb,342,,,,103188,,85336,,1797,16055,,,,,,,,,,,,,,,,,,,,,,,
18-Feb,343,,,,103188,,85251,,1797,16140,,,,,,,,,,,,,,,,,,,,,,,
19-Feb,344,,,,103615,,85437,,1807,16371,,,,,,,,,,,,,,,,,,,,,,,
20-Feb,345,,,,103841,,85512,,1813,16516,,,,,,,,,,,,,,,,,,,,,,,
21-Feb,346,,,,103993,,85540,,1817,16636,,,,,,,,,,,,,,,,,,,,,,,
22-Feb,347,,,,104201,,85577,,1823,16801,,,,,,,,,,,,,,,,,,,,,,,
23-Feb,348,,,,104306,,85626,,1827,16853,,,,,,,,,,,,,,,,,,,,,,,
24-Feb,349,,,,104500,,85665,,1837,16998,,,,,,,,,,,,,,,,,,,,,,,
25-Feb,350,,,,104780,,86378,,1839,16563,,,,,,,,,,,,,,,,,,,,,,,
26-Feb,351,,,,105057,,86497,,1847,16713,,,,,,,,,,,,,,,,,,,,,,,
27-Feb,352,,,,105467,,86527,,1847,17093,,,,,,,,,,,,,,,,,,,,,,,
28-Feb,353,,,,105648,,86609,,1854,17185,,,,,,,,,,,,,,,,,,,,,,,
1-Mar,354,,,,105973,,86678,,1856,17439,,,,,,,,,,,,,,,,,,,,,,,
2-Mar,355,,,,106125,,86717,,1859,17549,,,,,,,,,,,,,,,,,,,,,,,
3-Mar,356,,,,106470,,86864,,1859,17747,,,,,,,,,,,,,,,,,,,,,,,
4-Mar,357,,,,106801,,86914,,1866,18021,,,,,,,,,,,,,,,,,,,,,,,
5-Mar,358,,,,107329,,87099,,1870,18360,667,667,,667,,1.42E-05,349,,,,,,,,,,,,,,,,
6-Mar,359,,,,107729,,87179,,1870,18680,667,667,,667,,1.42E-05,350,,,,,,,,,,,,,,,,
7-Mar,360,,,,108362,,87554,,1870,18938,667,667,,667,,1.42E-05,351,,,,,,,,,,,,,,,,
8-Mar,361,,,,108827,,87570,,1876,19381,667,667,,667,,1.42E-05,352,,,,,,,,,,,,,,,,
9-Mar,362,,,,109164,,87623,,1879,19662,667,667,,667,,1.42E-05,353,,,,,,,,,,,,,,,,
10-Mar,363,,,,109643,,87745,,1886,20012,667,4000,,4000,,8.51E-05,354,,,,,,,,,,,,,,,,
11-Mar,364,,,,110356,,87903,,1898,20555,755,4000,,4000,,8.51E-05,355,,,,,,,,,,,,,,,,
12-Mar-21,365,,,829,111185,,88200,,1899,21086,884,4000,,4000,,8.51E-05,356,,,,,,,,,,,,,,,,
13-Mar,366,,,750,111935,,88200,,1901,21834,932,4000,,4000,,8.51E-05,357,,,,,,,,,,,,,,,,
14-Mar,367,,,870,112805,,88200,,1908,22697,1021,9144,,9144,,0.000194553,358,,,,,,,,,,,,,,,,
15-Mar,368,,,431,113236,,88600,,1913,22723,1442,10586,,10586,,0.000225234,359,,,,,,,,,,,,,,,,
16-Mar,369,,,731,113967,,88800,,1918,23249,1864,12450,,12450,,0.000264894,360,,,,,,,,,,,,,,,,
17-Mar,370,,,1064,115031,,88900,,1925,24206,2286,20000,,20000,,0.000425532,361,,,,,,,,,,,,,,,,
18-Mar,371,,,1279,116310,,89000,,1937,25373,3002,23002,,23002,,0.000489404,362,,,,,,,,,,,,,,,,
19-Mar,372,,,1225,117535,,89000,,1954,26581,3718,26720,,26720,,0.000568511,363,,,,,,,,,,,,,,,,
20-Mar,373,,,1354,118889,,89000,,1982,27907,4435,31125,,31125,,0.000662234,364,,,,,,,,,,,,,,,,
21-Mar,374,,,1274,120163,,89000,,1994,29169,5151,36306,,36306,,0.000772468,365,,,,,,,,,,,,,,,,
22-Mar,375,,,747,120910,,90400,,2011,28499,5534,41840,,41840,,0.000890213,366,,,,,,,,,,,,,,,,
23-Mar,376,,,1130,122040,,90600,,2023,29417,5917,48140,,48140,,0.001024255,367,,,,,,,,,,,,,,,,
24-Mar,377,,,1127,123167,,90800,,2048,30319,6300,64100,,64100,,0.00136383,368,,,,,,,,,,,,,,,,
25-Mar,378,,,1540,124707,,90800,,2066,31841,7274,71374,,71374,,0.001518596,369,,,,,,,,,,,,,,,,
26-Mar,379,,,1463,126170,,91500,,2092,32578,8249,90340,,90340,,0.001922128,370,,,,,,,,,,,,,,,,
27-Mar,380,,,2008,128178,,91500,,2098,34580,9389,99729,,99729,,0.002121894,371,,,,,,,,,,,,,,,,
28-Mar,381,,,1152,129330,,91500,,2104,35726,10530,110259,,110259,,0.002345936,372,,,,,,,,,,,,,,,,
29-Mar,382,,,884,130214,,92200,,2117,35897,11671,121930,,121930,,0.002594255,373,,,,,,,,,,,,,,,,
30-Mar,383,,,902,131116,,92300,,2135,36681,12812,134742,,134742,,0.002866851,374,,,,,,,,,,,,,,,,
31-Mar,384,,,1530,132646,,92700,,2147,37799,13953,161771,,161771,,0.003441936,375,,,,,,,,,,,,,,,,
1-Apr,385,,,1412,134058,,93100,,2153,38805,13729,175500,,175500,,0.003734043,376,,,,,,,,,,,,,,,,
2-Apr,386,,,984,135042,,93400,,2167,39475,13506,189006,,189006,,0.004021404,377,,,,,,,,,,,,,,,,
3-Apr,387,,,1851,136893,,93400,,2186,41307,13116,196435,,196435,,0.004179468,378,,,,,,,,,,,,,,,,
4-Apr,388,,,1184,138077,,93400,,2206,42471,16206,212641,,212641,,0.004524277,379,,,,,,,,,,,,,,,,
5-Apr,389,,,911,138988,,94400,,2224,42364,19297,231938,,231938,,0.004934851,380,,,,,,,,,,,,,,,,
22-Apr,390,,,460,139448,,96600,,2244,40604,22388,254326,,254326,,0.005411191,381,,,,,,,,,,,,,,,,
7-Apr,391,,,394,139842,,97200,,2276,40366,25479,279805,,279805,,0.005953298,382,,,,,,,,,,,,,,,,
8-Apr,392,,,1523,141365,,97700,,2292,41373,35528,422021,,422021,,0.00897917,383,,,,,,,,,,,,,,,,
9-Apr,393,,,1698,143063,,98200,,2309,42554,37383,459404,,459404,,0.009774553,384,,,,,,,,,,,,,,,,
10-Apr,394,,,1091,144154,,98200,,2330,43624,39237,498641,,498641,,0.010609383,385,,,,,,,,,,,,,,,,
11-Apr,395,,,1030,145184,,98200,,2348,44636,37611,536252,,536252,,0.011409617,386,,,,,,,,,,,,,,,,
12-Apr,396,,,486,145670,,99200,,2368,44102,35985,546252,,546252,,0.011622383,387,,,,,,,,,,,,,,,,
13-Apr,397,,,486,146156,,99600,,2394,44162,34358,556250,,556250,,0.011835106,388,,,,,,,,,,,,,,,,
14-Apr,398,,,991,147147,,100000,,2420,44727,32732,569244,,569244,,0.012111574,389,,,,,,,,,,,,,,,,
15-Apr,399,,,981,148128,,101000,,2420,44708,26918,596162,,596162,,0.012684298,390,,,,,,,,,,,,,,,,
16-Apr,400,,,1091,149219,,101000,,2424,45795,29299,651650,,651650,,0.013864894,391,,,,,,,,,,,,,,,,
17-Apr,401,,,1041,150260,,101000,,2443,46817,28617,680267,,680267,,0.014473766,392,,,,,,,,,,,,,,,,
18-Apr,402,,,1027,151287,,101000,,2463,47824,27935,708202,,708202,,0.015068128,393,,,,,,,,,,,,,,,,
19-Apr,403,,,366,151653,,102000,,2481,47172,27253,735455,,735455,,0.015647979,394,,,,,,,,,,,,,,,,
20-Apr,404,,,241,151894,,104000,,2501,45393,26571,745452,,745452,,0.015860681,395,,,,,,,,,,,,,,,,
21-Apr,405,,,629,152523,,105000,,2519,45004,25890,750471,,750471,,0.015967468,396,,,,,,,,,,,,,,,,
22-Apr,406,,,965,153488,,105000,,2540,45948,22098,772569,,772569,,0.016437638,397,,,,,,,,,,,,,,,,
23-Apr,407,,,904,154392,,106000,,2560,45832,18305,790874,,790874,,0.016827106,398,,,,,,,,,,,,,,,,
24-Apr,408,,,773,155165,,106000,,2583,46582,17576,790874,,790874,,0.016827106,399,,,,,,,,,,,,,,,,
25-Apr,409,,,1153,156318,,107000,,2603,46715,16847,790874,,790874,,0.016827106,400,,,,,,,,,,,,,,,,
26-Apr,410,,,469,156787,,107000,,2622,47165,16117,790874,,790874,,0.016827106,401,,,,,,,,,,,,,,,,
27-Apr,411,,,194,156981,,107000,,2643,47338,15388,790874,,790874,,0.016827106,402,,,,,,,,,,,,,,,,
28-Apr,412,,,511,157492,,108000,,2665,46827,14659,853081,,853081,,0.01815066,403,,,,,,,,,,,,,,,,
29-Apr,413,,,834,158326,,108000,,2688,47638,13301,858240,,858240,,0.018260426,404,,,,,,,,,,,,,,,,
30-Apr,414,,,495,158821,,109000,,2707,47114,11944,863399,,863399,,0.018370191,405,,,,,,,,,,,,,,,,
1-May,415,,,497,159318,,109000,,2724,47594,10587,868558,,868558,,0.018479957,406,,,,,,,,,,,,,,,,
2-May,416,,,735,160053,,109000,,2744,48309,9230,873717,,873717,,0.018589723,407,,,,,,,,,,,,,,,,
3-May,417,,,369,160422,,109000,,2763,48659,7873,878876,,878876,,0.018699489,408,,,,,,,,,,,,,,,,
4-May,418,,,137,160559,,109000,,2781,48778,6516,884035,,884035,,0.018809255,409,,,,,,,,,,,,,,,,
